id,buy_price,sell_price,mean_profit
0,5,100,194.31035750991657
0,5,105,202.64011626408083
0,5,110,111.55073335473978
0,5,115,114.42105937626322
0,5,120,118.93810069923268
0,5,125,123.4588871825152
0,5,130,127.44963245170908
0,5,135,131.61680488940834
0,5,140,135.7708259456066
0,5,145,0.0
0,5,150,0.0
0,5,155,0.0
0,5,160,0.0
0,5,165,0.0
0,5,170,0.0
0,5,175,0.0
0,5,180,0.0
0,5,185,0.0
0,5,190,0.0
0,5,195,0.0
0,10,100,185.9630002468495
0,10,105,194.3941825050479
0,10,110,109.09016915619054
0,10,115,111.38818583532019
0,10,120,116.10288207178093
0,10,125,119.50042213071077
0,10,130,123.6564710982831
0,10,135,127.61483344636353
0,10,140,131.02595094247312
0,10,145,0.0
0,10,150,0.0
0,10,155,0.0
0,10,160,0.0
0,10,165,0.0
0,10,170,0.0
0,10,175,0.0
0,10,180,0.0
0,10,185,0.0
0,10,190,0.0
0,10,195,0.0
0,15,100,177.75344528733174
0,15,105,184.82518039807513
0,15,110,105.99855867571804
0,15,115,107.25697259609677
0,15,120,110.54697547583505
0,15,125,114.31653950770746
0,15,130,118.60338524649606
0,15,135,122.7693486414507
0,15,140,126.48376032810168
0,15,145,0.0
0,15,150,0.0
0,15,155,0.0
0,15,160,0.0
0,15,165,0.0
0,15,170,0.0
0,15,175,0.0
0,15,180,0.0
0,15,185,0.0
0,15,190,0.0
0,15,195,0.0
0,20,100,168.53990355596994
0,20,105,176.62509974590634
0,20,110,185.1977017569776
0,20,115,105.26980958449793
0,20,120,106.83968722290783
0,20,125,109.72251971368766
0,20,130,113.8797089144644
0,20,135,117.57985620314165
0,20,140,121.58191378449955
0,20,145,0.0
0,20,150,0.0
0,20,155,0.0
0,20,160,0.0
0,20,165,0.0
0,20,170,0.0
0,20,175,0.0
0,20,180,0.0
0,20,185,0.0
0,20,190,0.0
0,20,195,0.0
0,25,100,162.67532061493995
0,25,105,170.39992372588839
0,25,110,179.3885770728995
0,25,115,109.56985631686294
0,25,120,106.69603834147857
0,25,125,108.92787126665236
0,25,130,112.99081952393922
0,25,135,117.21508680258796
0,25,140,121.16651183415237
0,25,145,0.0
0,25,150,0.0
0,25,155,0.0
0,25,160,0.0
0,25,165,0.0
0,25,170,0.0
0,25,175,0.0
0,25,180,0.0
0,25,185,0.0
0,25,190,0.0
0,25,195,0.0
0,30,100,157.95946511307244
0,30,105,166.36417346082797
0,30,110,174.60347086840778
0,30,115,182.39604794377453
0,30,120,106.14319563770042
0,30,125,109.73023066094461
0,30,130,113.0561255157063
0,30,135,117.00235052522797
0,30,140,121.24663424622267
0,30,145,0.0
0,30,150,0.0
0,30,155,0.0
0,30,160,0.0
0,30,165,0.0
0,30,170,0.0
0,30,175,0.0
0,30,180,0.0
0,30,185,0.0
0,30,190,0.0
0,30,195,0.0
0,35,100,153.493060136586
0,35,105,161.7528534829335
0,35,110,170.44888479782202
0,35,115,174.1902902616901
0,35,120,106.55978268541415
0,35,125,109.20145932041547
0,35,130,113.35065895648013
0,35,135,117.15638384051493
0,35,140,121.09337066648256
0,35,145,0.0
0,35,150,0.0
0,35,155,0.0
0,35,160,0.0
0,35,165,0.0
0,35,170,0.0
0,35,175,0.0
0,35,180,0.0
0,35,185,0.0
0,35,190,0.0
0,35,195,0.0
0,40,100,149.36797224088647
0,40,105,156.41188268548376
0,40,110,164.71126688031285
0,40,115,173.2194243930977
0,40,120,106.26028367860619
0,40,125,109.95864193928448
0,40,130,113.08556371008113
0,40,135,117.02548752276404
0,40,140,121.12352130939863
0,40,145,0.0
0,40,150,0.0
0,40,155,0.0
0,40,160,0.0
0,40,165,0.0
0,40,170,0.0
0,40,175,0.0
0,40,180,0.0
0,40,185,0.0
0,40,190,0.0
0,40,195,0.0
0,45,100,144.62391972146054
0,45,105,152.95637781219008
0,45,110,160.0427050229835
0,45,115,168.39403399880968
0,45,120,107.88404002804467
0,45,125,110.68468540128818
0,45,130,113.33757377536506
0,45,135,117.2228214638454
0,45,140,121.13745005476228
0,45,145,0.0
0,45,150,0.0
0,45,155,0.0
0,45,160,0.0
0,45,165,0.0
0,45,170,0.0
0,45,175,0.0
0,45,180,0.0
0,45,185,0.0
0,45,190,0.0
0,45,195,0.0
0,50,100,140.1876210876501
0,50,105,147.21137798548062
0,50,110,154.74974285577983
0,50,115,162.79156313713162
0,50,120,107.64028941825092
0,50,125,109.47283483578357
0,50,130,113.33069023772765
0,50,135,116.89170927508866
0,50,140,121.17747990401645
0,50,145,0.0
0,50,150,0.0
0,50,155,0.0
0,50,160,0.0
0,50,165,0.0
0,50,170,0.0
0,50,175,0.0
0,50,180,0.0
0,50,185,0.0
0,50,190,0.0
0,50,195,0.0
0,55,100,136.54629344099197
0,55,105,143.17468299264104
0,55,110,150.49205287670637
0,55,115,157.40686737244206
0,55,120,108.87920048034016
0,55,125,109.88132087528297
0,55,130,113.88760268005268
0,55,135,117.23001733223566
0,55,140,121.08613001776517
0,55,145,0.0
0,55,150,0.0
0,55,155,0.0
0,55,160,0.0
0,55,165,0.0
0,55,170,0.0
0,55,175,0.0
0,55,180,0.0
0,55,185,0.0
0,55,190,0.0
0,55,195,0.0
0,60,100,132.86640292166373
0,60,105,139.3372886991586
0,60,110,146.58979330364645
0,60,115,152.84282852696523
0,60,120,107.44806679272403
0,60,125,111.29281652952186
0,60,130,113.69481109561121
0,60,135,117.54595506822096
0,60,140,121.4217786392773
0,60,145,0.0
0,60,150,0.0
0,60,155,0.0
0,60,160,0.0
0,60,165,0.0
0,60,170,0.0
0,60,175,0.0
0,60,180,0.0
0,60,185,0.0
0,60,190,0.0
0,60,195,0.0
0,65,100,129.3861825282487
0,65,105,135.43921800880003
0,65,110,141.63867774365423
0,65,115,148.5047190587773
0,65,120,116.795156581205
0,65,125,110.45316209544092
0,65,130,114.15917956944936
0,65,135,117.11780257588687
0,65,140,121.28693748881597
0,65,145,0.0
0,65,150,0.0
0,65,155,0.0
0,65,160,0.0
0,65,165,0.0
0,65,170,0.0
0,65,175,0.0
0,65,180,0.0
0,65,185,0.0
0,65,190,0.0
0,65,195,0.0
0,70,100,145.74556502562058
0,70,105,130.58383507981682
0,70,110,136.38255638498282
0,70,115,144.48837400054012
0,70,120,114.07781703526456
0,70,125,110.3639766092399
0,70,130,114.03074421993561
0,70,135,117.80659952121758
0,70,140,121.24609005297313
0,70,145,0.0
0,70,150,0.0
0,70,155,0.0
